"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"FOO","XMS","423031","12 Days of Christmas Biscuit Tube 200g","Farmhouse",0.6
"FOO","XMS","423034","Chocolate Chip Biscuit Tin 400g","Farmhouse",0.6
"FOO","XMS","423046","Tree & Bow Chocolate Chip Biscuit Tube 200g","Farmhouse",0.6
"FOO","XMS","249217","Fox's Brandy Snap 100g","Foxs",0.6
"FOO","XMS","444136","McVitie's Family Circle Biscuits 670g","McVities",0.55
"FOO","XMS","443378","Jacob's Festive Bites Caddy 190g","United Biscuits",0.6
"FOO","XMS","444134","Jacobs Cheeselets Caddy 280g","United Biscuits",0.6
"FOO","XMS","443382","Giant Penguin Tube of Chocolate Chip Biscuits","Wilko",0.6
"FOO","XMS","443390","Farmhouse Biscuits Lemon Curd Whirls 150g","Wilko",0.6
"FOO","XMS","443393","Traditional Orange and Chocolate Chip Biscuits inHessian Red Bag 125g","Wilko",0.6
"FOO","XMS","444673","Classic Kitchen Strawberry White Choc Muffin","Wilko",0.6
"FOO","XMS","444674","Classic Kitchen Raspberry and Chocolate Muffin","Wilko",0.6
"FOO","XMS","444675","Classic Kitchen Strawberry Chocolate Brownie","Wilko",0.6
"FOO","XMS","444676","Classic Kitchen Raspberry and White ChocolateBrownie","Wilko",0.6
"FOO","XMS","444677","Classic Kitchen Trip Choc Shortbread","Wilko",0.6
"FOO","XMS","446936","Crunchy Amaretti Gift Tin 175g","Wilko",0.6
"FOO","XMS","446937","Soft Amaretti Gift Tin 200g","Wilko",0.6
