"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"FOO","CAN","401677","Britvic J2O Apple and Mango 275ml 4pk","J20",0.8625
"FOO","CHO","440191","Ferrero Collection 172g","Ferrero Rocher",0.6
"FOO","CHO","440192","Ferrero Raffaello 150g","Ferrero Rocher",0.6
"FOO","CHO","236914","Maltesers Box Large 360g","Mars",0.6
"FOO","CHO","256600","Celebrations 380g","Mars",0.6
"FOO","CHO","209529","Quality Street Matchmakers Cool Mint 130g","Nestle",0.6
"FOO","CHO","437720","Quality Street Carton 265g","Nestle",0.6
"FOO","CHO","444452","After Eight 300g","Nestle",0.6
"FOO","CHO","417044","Loadsa Sweets Plus 40 Percent","Swizzels",0.81
"FOO","CHO","417046","Loadsa Lollies Plus 40 Percent","Swizzels",0.81
"FOO","KID","404407","Candyking Sharing Tub 840g","Candy King",0.6
"FOO","KID","420688","Chupa Mini Bag 120g","Chupa Chups",0.95
"FOO","KID","449768","Maoam Joystixx 160g","Haribo",0.95
"FOO","SXM","283019","Bailey's Twistwraps 135g","Baileys",0.6
"FOO","SXM","441969","Bailey's Truffle Bar 80g","Baileys",0.6
"FOO","SXM","338024","Flying Saucers Large Jar 140g","Bonds",0.6
"FOO","SXM","282239","Famous Names Signature Collection Liqueurs 185g","Elizabeth Shaw",0.6
"FOO","SXM","442128","Kinder Joy Christmas Surprise Egg 20g","Ferrero Rocher",0.6
"FOO","SXM","442129","Kinder Figures 90g","Ferrero Rocher",0.6
"FOO","SXM","442130","Kinder Mini Mix House 79g","Ferrero Rocher",0.6
"FOO","SXM","442131","Kinder Happy 102g","Ferrero Rocher",0.6
"FOO","SXM","444855","Kinder Chocolate Minis Hanging Star","Ferrero Rocher",0.6
"FOO","SXM","445377","Grand Rocher 125g","Ferrero Rocher",0.6
"FOO","SXM","404717","Temptations Sharing Bag 522g","Guylian",0.6
"FOO","SXM","404465","Maoam Stripes Tube 100g","Haribo",0.6
"FOO","SXM","421452","Peppa Pig Character Chocolate Shapes 37g","Kinnerton",0.6
"FOO","SXM","406117","Lindor Cornet White 200g","Lindt",0.6
"FOO","SXM","423816","Merryteaser Mini Reindeer Bag 59g","Maltesers",0.6
"FOO","SXM","441723","Celebrations Pouch 450g","Mars",0.6
"FOO","SXM","441763","Bassetts Wine Gums Merry Mix 165g","Maynards",0.6
"FOO","SXM","441956","Anthon Berg 16 Piece Liqueurs","Millions",0.6
"FOO","SXM","146347","Rowntrees Jelly Tots Tube 130g","Nestle",0.6
"FOO","SXM","258110","Milkybar Advent Calendar 85g","Nestle",0.6
"FOO","SXM","309895","Quality Street Matchmakers Zingy Orange 130g","Nestle",0.6
"FOO","SXM","338723","Quality Street Purely Purple Ones 350g","Nestle",0.6
"FOO","SXM","338782","Smarties Little Chocolate Penguin 21g","Nestle",0.6
"FOO","SXM","338783","Milkybar Polar Bear 25g","Nestle",0.6
"FOO","SXM","404799","Quality Street Giant Strawberry","Nestle",0.6
"FOO","SXM","424320","Smarties Festive Block 120g","Nestle",0.6
"FOO","SXM","424324","After Eight Straws 110g","Nestle",0.6
"FOO","SXM","441891","Kit Kat Bus Tin","Nestle",0.6
"FOO","SXM","441892","After Eight Tin 400g","Nestle",0.6
"FOO","SXM","441894","Smarties Penguin 120g","Nestle",0.6
"FOO","SXM","441895","Milkybar Polar Bear 120g","Nestle",0.6
"FOO","SXM","337861","Swizzles Matlow Parma Violet Tube 108g","Swizzels",0.6
"FOO","SXM","423734","Love Hearts Piggy Bank Large","Swizzels",0.6
"FOO","SXM","423736","Mini Love Heart Piggy Bank","Swizzels",0.6
"FOO","SXM","441953","Anthon Berg 4 Piece Chocolate Liqueurs 62g","Swizzels",0.6
"FOO","SXM","441955","Anthon Berg 4 Piece Cocktail Liqueurs","Swizzels",0.6
"FOO","SXM","441987","Drumstick Squashies Carton 350g","Swizzels",0.6
"FOO","SXM","441837","Barratt Sweet Champions Sharing Carton 750g","Tangerine",0.6
"FOO","SXM","441838","Sweet Champions Selection Box 170g","Tangerine",0.6
"FOO","SXM","441840","York Fruits Tray 200g","Tangerine",0.6
"FOO","SXM","435362","Terry Chocolate Orange Milk Ball 157g","Terrys",0.6
"FOO","SXM","423732","Gumball Machine Refills","What Next Candy",0.6
"FOO","SXM","119417","White Chocolate Coins 60g","Wilko",0.6
"FOO","SXM","135068","Milk Chocolate Snowmen Net 60g","Wilko",0.6
"FOO","SXM","423719","Fizzy Gummy Trees Gift Bag 165g","Wilko",0.6
"FOO","SXM","423720","Liquorice Allsorts Gift Bag 165g","Wilko",0.6
"FOO","SXM","423800","Jelly Beans Baby Jars 400g","Wilko",0.6
"FOO","SXM","423802","Strawberry Bon Bons Baby Jars 300g","Wilko",0.6
"FOO","SXM","441739","Gift Bag Mallow Snowman 80g","Wilko",0.6
"FOO","SXM","441742","Mallows Large Jar 350g","Wilko",0.6
"FOO","SXM","441743","Hessian Bag Chocolate Buttons 130g","Wilko",0.6
"FOO","SXM","324180","Kingsway Liqueur Chocolates with Cream Liqueur 120g","World of Sweets",0.6
"FOO","SXM","324181","Kingsway Liqueur Chocolates with Cherry and Brandy120g","World of Sweets",0.6
"FOO","XMS","261293","Dolce Forneria Panettone Traditional Italian Christmas Cake 900g","EEC Vecchio",0.6
"FOO","XMS","408100","Panettone Classic Fruit 100g","EEC Vecchio",0.6
"FOO","XMS","443368","Panettone Double Chocolate 750g","EEC Vecchio",0.6
"FOO","XMS","443369","Panettone Classic Tin 1kg","EEC Vecchio",0.6
"FOO","XMS","338631","Red Tree Lemon and Ginger Biscuit Tube 200g","Farmhouse",0.6
"FOO","XMS","423026","Giant Snowman Tube of Chocolate Chip Biscuits 300g","Farmhouse",0.6
"FOO","XMS","423027","Giant Santa Tube of Butterscotch Toffee Biscuits300g","Farmhouse",0.6
"FOO","XMS","423028","Topiary Ginger Biscuit Tube 200g","Farmhouse",0.6
