"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"DIY","MOT","309976","Jelly Belly Air Freshener Tutti-Fruitti","Jelly Belly","1",0.86
"DIY","MOT","310680","Jelly Belly Air Freshener Very Cherry","Jelly Belly","1",0.86
"DIY","MOT","323215","Jelly Belly Car Air Freshener Blueberry","Jelly Belly","1",0.86
"DIY","MOT","345676","Jelly Belly Car Air Freshener Tangerine","Jelly Belly","1",0.86
