"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Material","Assembly","Age","DQ Score"
"FOO","SXM","423732","Gumball Machine Refills","What Next Candy","1.2*1.2*1.2","1","Confectionery","No","3+",0.6
