"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","HAI","33943","Wella Hair Streaking Kit Natural Light BlondeHighlights","Wella",NA,"Blonde","1",0.93
"TOI","SHC","140787","Wella Shockwaves Strong Control Styling Hairspray250ml","Wella","125ml","Multi","1",1
"TOI","SHC","212608","Silvikrin Classic Hairspray Maximum Hold 400ml","Wella","400ml","Multi","1",0.95
"TOI","SHC","212609","Wella Shock Waves Ultra Strong Mess Constructor 150ml","Wella","150ml","Multi","1",1
"TOI","SHC","236472","Silvikrin Classic Hairspray Firm Hold 400ml","Wella","400ml","Multi","1",0.95
"TOI","SHC","236643","Silvikrin Natural Hold Hairspray 75ml","Wella","75ml","Multi","1",0.95
"TOI","SHC","236645","Silvikrin Classic Hairspray Firm Hold 75ml","Wella","75ml","Multi","1",0.95
"TOI","SHC","236800","Wella Shockwaves Ultra Strong Tuff StuffSweat Proof Gel 200ml","Wella","200ml","Multi","1",1
"TOI","SHC","44588","Wella Shockwaves Extra Strong Wet Look Gel 200ml","Wella","200ml","Multi",NA,0.93
"TOI","SHC","44589","Wella Shockwaves Ultra Strong Power Hold Gel 200ml","Wella","200ml","Multi","1",1
"TOI","SHC","69396","Silvikrin Classic Hairspray Natural Hold 400ml","Wella","400ml",NA,"1",0.88
"TOI","SHC","69397","Silvikrin Classic Hairspray Firm Hold 250ml","Wella","250ml",NA,NA,0.81
"TOI","SHC","69398","Silvikrin Classic Hairspray Maximum Hold 250ml","Wella","250ml","Multi",NA,0.88
"TOI","SHC","74126","Wella Shockwaves Curls and Waves Mousse 200ml","Wella","200ml","Multi","1",1
"TOI","SHC","74349","Wella Shockwaves Volume Mousse 200ml","Wella","200ml","Multi","1",1
"TOI","SHC","83621","Wella Shock Waves Ultra Strong Power Hold Hairspray 250ml","Wella","250ml","Multi","1",1
