"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","Assembly","DQ Score"
"SBK","BOM","346677","Disney Character Carry Pack Activity Book Assorted","Copywrite Designs","1","No",0.6
"SBK","BOM","411375","Sticker Pads Assorted","Copywrite Designs","1","No",0.6
"SBK","BOM","411376","Busy Pack Assorted","Copywrite Designs","1","No",0.6
