"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","CRE","419540","FX 4 x 35pc Jigsaw Asst B","Ravensburger","Multi","1","3 Years +",0.891666666666667
"TOY","CRE","440504","Jigsaws 4 x 35piece Assorted Theme","Ravensburger","Multi","1","3 Years +",0.891666666666667
"TOY","JIG","322889","Ravensburger 4 in a Box Puzzle AssortmentA","Ravensburger","Multi","1","3 Years +",0.941666666666667
"TOY","JIG","337501","Ravensburger 4 in a Box Puzzle AssortmentB","Ravensburger","Multi","1","3 Years +",0.941666666666667
