"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"DIY","MOT","345171","Rockland Universal Mobile Phone and Device Holder","Rockland","1",0.825
"DIY","MOT","345172","Rockland MP3 Sat Nav Holder","Rockland","1",0.825
"DIY","MOT","345177","Rockland Universal Car Aerial","Rockland","1",0.825
