"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","SUN","452650","Beyond Bronze Instant Matte  125ml","Beyond Bronze","1",0.9125
"TOI","SUN","452652","Beyond Bronze Mousse 210ml","Beyond Bronze","1",0.9125
"TOI","SUN","452654","Beyond Bronze Self Tan Lotion 148ml","Beyond Bronze","1",0.9125
"TOI","SUN","452656","Beyond Bronze Self Tan Airbrush 210ml","Beyond Bronze","1",0.9125
