"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","FLY","169922","Rentokil Rodine Mouse and Rat Killer 150g","Rentokil","150g","3",1
"CLE","FLY","211406","Rentokil Advance Mouse Trap 1pk","Rentokil",NA,"1",0.9125
"CLE","FLY","333213","Rentokill Flea Powder 300g","Rentokil","300g","1",1
"CLE","FLY","334446","Beacon Pest Control Mouse and Rat Repeller Plug In","Rentokil",NA,"1",0.8625
"CLE","FLY","334451","Rentokli Moth Cassettes","Rentokil","4","4",0.95
"CLE","FLY","334460","Rentokil Fast Action Mouse Killer Pre-Baited Box2pk","Rentokil","2x10g","2",1
"CLE","FLY","417482","Rentokil Clothes Moth Killer Papers 2pk","Rentokil","2 sheets","2",1
"CLE","FLY","424862","Rentokil Mouse Killer Bait 4pk","Rentokil",NA,"4pk",0.9125
"CLE","FLY","424863","Rentokil Rat Killer Bait 2pk","Rentokil",NA,"2pk",0.9125
"CLE","FLY","424864","Rentokil Clean Kill Mouse Trap 2pk","Rentokil",NA,"Twin Pack",0.9125
"CLE","FLY","433182","Rentokil Insectrol Insect Killer 250ml","Rentokil","5.2 x 5.2 x 20.5 cm","1",1
