"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","100","454280","Little Rascals Sock Monkey Puppy Toy","Happy Pet","31 x 13 x 7cm","1",0.88
"PET","100","454281","Little Rascals Teething Bone Keys","Happy Pet","15x5x3cm","1",0.88
"PET","100","454282","Nuts for Knots King Size Dog Rope Tugger","Happy Pet","130x14x14cm","1",0.88
"PET","100","454283","Happy Pet Vinyl Doughnuts Dog Toy","Happy Pet","14cm","1",0.93
"PET","100","454284","Happy Pet Gum Gum Figure of 8 Dog Toy","Happy Pet","32x11x6cm","1",0.93
"PET","100","454285","Happy Pet Egg Noggins Dog Toy","Happy Pet","13x10x8cm","1",0.93
