"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Assembly","DQ Score"
"DIY","CYC","445340","Classic Touriste Commuter Bike White, 19"" Wheel","Classic","130cm x 20cm x 76xm","White","No",1
