"PSA_1","PSA_2","Article","Web Description","Brand","DQ Score"
"HOM","FUR","s100068","Carlow Single Bed Natural Pine","Carlow",1
"HOM","FUR","s100069","Carlow Double Bed Natural Pine","Carlow",1
