"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"GAR","SUN","435318","Kelkay Cotswold Stone Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435319","Kelkay Blue Slate Chippings Bulk Bag 40mm","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435320","Kelkay Plum Slate Chippings 40m Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435321","Kelkay Tweed Pebble 20mm Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435325","Kelkay Blue Slate Chippings Bulk Bag 20mm","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435326","Kelkay Crimson & Cream Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435328","Kelkay Cheshire Pink Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435329","Kelkay Red Stone Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435330","Kelkay Yorkshire Cream Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435332","Kelkay Shadow Mist Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435334","Kelkay Autumn Gold Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
"GAR","SUN","435337","Kelkay Green Slate Chippings Bulk Bag","Kelkay","Bulk Bag 750kg approx","1",0.93
