"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"DIS","TIS","222436","Kleenex Original Tissues Extra Large Twin Pack65 Sheets 3 Ply","Kleenex","Mansize","2pk",1
"DIS","TIS","305124","Kleenex Balsam Tissues Pocket Pack","Kleenex","Pocket","1",1
"DIS","TIS","320749","Kleenex Balsam Tissues Cube 56 Sheets 3 Ply","Kleenex","Cube","1",1
"DIS","TIS","324395","Kleenex Ultrasoft Extra Large Tissues 44 Sheets3 Ply","Kleenex","Mansize","1",1
"DIS","TIS","336053","Kleenex Collection Tissues Cube 56 Sheets 3 Ply","Kleenex","Cube","1",1
"DIS","TIS","336055","Kleenex Original Tissues 72 Sheets 3 Ply","Kleenex","20cmx20cm","1",1
"DIS","TIS","410246","Kleenex Balsam Tissues Pocket Pack 8pk","Kleenex","9SC X8","8pk",1
"DIS","TIS","410247","Kleenex Original Tissues Pocket Pack 8pk","Kleenex",NA,"8pk",0.9125
"DIS","TIS","419065","Kleenex Balsam Tissues 72pk","Kleenex","Regular","1",1
"DIS","TIS","437423","Kleenex Mansize Tissues 44 Sheets","Kleenex","44sc x 12","1",1
