"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SHC","186569","Aussie 3 Minute Miracle Reconstructor for DamagedHair 250ml","Aussie","250ml","1",1
"TOI","SHC","193826","Aussie Miracle Moist Shampoo 300ml","Aussie","300ml",NA,0.9125
"TOI","SHC","193827","Aussie Conditioner Miracle Moist for Dry DamagedHair 250ml","Aussie","250ml","1",1
"TOI","SHC","261939","Aussie Colour Mate Shampoo 300ml","Aussie","300ml","1",1
"TOI","SHC","261940","Aussie Colour Mate Conditioner 250ml","Aussie","250ml","1",1
"TOI","SHC","278422","Aussie Shampoo Miracle Shine For Dull TiredHair 300ml","Aussie","300ml",NA,0.9125
"TOI","SHC","278444","Aussie Conditioner Mircale Shine For Dull TiredHair 250ml","Aussie","250ml","1",1
"TOI","SHC","307794","Aussie Mega Conditioner for Everyday Cleaning250ml","Aussie","250ml",NA,0.9125
"TOI","SHC","307795","Aussie Mega Shampoo 300ml","Aussie","300ml","1",1
"TOI","SHC","351653","Aussie Miracle Dry Shampoo Colour Mate forColoured Hair 180ml","Aussie","180ml","1",1
"TOI","SHC","452980","Aussie Repair Miracle Conditioner 250ml","Aussie",NA,"1",0.9125
"TOI","SHC","452983","Aussie Repair Miracle Shampoo 300ml","Aussie",NA,"1",0.9125
"TOI","SHC","452986","Aussie 3 Minute Miracle Shine Deep Treatment 250ml","Aussie","250ml","1",1
"TOI","SHC","452987","Aussie 3 Minute Miracle Moisture Deep Treatment250ml","Aussie",NA,"1",0.9125
"TOI","TRA","433493","Aussie Conditioner Miracle Moist 75ml","Aussie",NA,"1",0.9125
"TOI","TRA","433494","Aussie Shampoo Miracle Moist 75ml","Aussie",NA,"1",0.9125
