"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MON","131821","Montagne Jeunesse Dead Sea Mud Pack 20ml","Montagne Jeunesse","20g",NA,0.9125
"TOI","MON","144081","Montagne Jeunesse Red Hot Earth Sauna Masque 15ml","Montagne Jeunesse","15g",NA,0.9125
"TOI","MON","165766","Montagne Jeunesse Cucumber Peel Off Masque 10ml","Montagne Jeunesse","10ml",NA,0.9125
"TOI","MON","222498","Strawberry Souffle Face Mask","Montagne Jeunesse",NA,NA,0.775
"TOI","MON","222501","Montagne Jeunesse Green Tea Peel Off Masque","Montagne Jeunesse",NA,NA,0.825
"TOI","MON","247185","Montagne Jeunesse Natural Tea Tree Blemish Dots","Montagne Jeunesse",NA,NA,0.825
"TOI","MON","269399","Montagne Jeunesse Passion Peel Off Face Mask","Montagne Jeunesse","10ml",NA,0.9125
"TOI","MON","269403","Montagne Jeunesse Blemish Mud Mask","Montagne Jeunesse","20g",NA,0.9125
"TOI","MON","320252","Montagne Jeunesse Creamy Coconut Face Mask","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","320329","Montagne Jeunesse Manuka Honey Face Mask","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","403074","Montagne Jeunesse Black Seaweed Peel Off FaceMasque","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","427749","Montagne Jeunesse Tea Tree Peal Off Masque","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","449527","7th Heaven Charcoal Mud Masque","Montagne Jeunesse","15ml","1",0.95
"TOI","MON","449528","7th Heaven Argan Oil Rescue Hair Masque","Montagne Jeunesse","25ml","1",0.95
"TOI","MON","457203","Montagne Jeunesse 7th Heaven Avocado Oil MudMasque","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","457204","Montagne Jeunesse 7th Heaven Dead Sea Peel OffMasque","Montagne Jeunesse",NA,"1",0.9125
"TOI","MON","457205","Montagne Jeunesse 7th Heaven Exfoliator andMasque","Montagne Jeunesse",NA,"1",0.9125
