"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","CAT","243635","Butchers Classic Tinned Cat Food Chicken BeefGame in Jelly 6 x 400g","Butchers","6x400g","6pk",1
"PET","CAT","252472","Butchers Classic Tinned Cat Food Haddock TroutOcean Fish in Jelly 6 x 400g","Butchers","6x400g","6pk",1
"PET","DOG","193622","Butchers Tinned Dog Food Tripe in Jelly 6 x 400g","Butchers","6x400g","6pk",1
"PET","DOG","243646","Butchers Tinned Puppy Food Natural NutritionChicken Beef and Lamb in Jelly 6 x 400g","Butchers","400g","6pk",1
"PET","DOG","243647","Butchers Tinned Dog Food Tripe Mix in Jelly  400g","Butchers","400g",NA,0.9125
"PET","DOG","243649","Butchers Tinned Dog Food Favourite Recipes 6 x390g","Butchers","6x390g","6pk",1
"PET","DOG","252360","Butchers Tinned Dog Food All Meat Variety pk inJelly 6 x 400g","Butchers","6x400g","6pk",1
"PET","DOG","252361","Butchers Choice Dog Food Traditional Recipes Tray12 x 150g","Butchers","150g","12pk",1
"PET","DOG","284782","Butchers Tinned Dog Food Meaty Stews in Gravy 6 x400g","Butchers","6x400g","6pk",1
"PET","DOG","401229","Butchers Choice Dog Food Lean and Tasty 12 x 150g","Butchers","12x150g","12",1
"PET","DOG","411317","Butchers Choice Puppy Food Tray 4 x 150g","Butchers","4x150g","4",1
"PET","DOG","430057","Butchers Tinned Dog Food Original Recipes inJelly 12 x 400g","Butchers","12x400g","12",1
"PET","DOG","430058","Butchers Tinned Dog Food Succulent Feast in Jelly12 x 400g","Butchers","12x400g","12",1
"PET","DOG","430059","Butchers Choice Dog Food Succulent Meat Tray 12 x150g","Butchers","12x150g","12",1
