"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","ACT","263898","Disney Cars Die Cast Cars 1:55 Scale Assortment","Cars","Multi","1","3 Years +",0.941666666666667
"TOY","ACT","448316","Disney Cars Oversized Diecast Assortment","Cars","Multi","1","3 Years +",0.941666666666667
"TOY","ACT","449111","Disney Cars 3 Plush Keyring","Cars","Multi","1","12 Months +",0.9
