"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"DIY","SCR","435410","Rawlplug Universal Plug 5 x 24mm Yellow96pk","Rawlplug","5mm","Yellow","96","Plastic",1
"DIY","SCR","435411","Rawlplug Universal Plug 6 x 28mm Red96pk","Rawlplug","6mm","Red","96","Plastic",1
"DIY","SCR","435412","Rawlplug Universal Plug 7 x 30mm Brown96pk","Rawlplug","7mm","Brown","96","Plastic",1
"DIY","SCR","435414","Rawlplug Universal Plug 8 x 32mm Blue40pk","Rawlplug","8mm","Blue","40","Plastic",1
"DIY","SCR","435415","Rawlplug Universal Plug 10 x 36mm Grey40pk","Rawlplug","10mm","Grey","40","Plastic",1
"DIY","SCR","435416","Rawlplug Multi Purpose Plug Grey48pk","Rawlplug",NA,NA,"48","Plastic",0.883333333333333
"DIY","SCR","435417","Rawlplug Plasterboard 7 x 35mm Grey10pk","Rawlplug","7mm",NA,"40","Plastic",0.941666666666667
"DIY","SCR","435418","Rawlplug Self Drive Fixing Nylon 4. 5 x 30mm6pk","Rawlplug","4.5 x 30mm",NA,"6","Steel and Nylon",0.941666666666667
"DIY","SCR","435419","Rawlplug Self Drive Fixing Metal 4. 5 x 35mm6pk","Rawlplug","4.5 x 30mm",NA,"6","Steel",0.941666666666667
"DIY","SCR","435420","Rawlplug Polytoggle Fixing 10 x 35mm5pk","Rawlplug","10 x 35mm",NA,"5pk","Steel and Plastic",0.941666666666667
"DIY","SCR","435421","Rawlplug Interset for Hollow Walls M4 x 38mm6pk","Rawlplug","4 x 38mm",NA,"6","Steel",0.941666666666667
"DIY","SCR","435422","Rawlplug Tap It Fixing for Hollow Walls10.5 x 30mm 12pk","Rawlplug","4 x 38mm","Gold","12","Steel",1
"DIY","SCR","435423","Rawlplug Spring Toggle Fixing M5 x 50mm6pk","Rawlplug","5 x 50mm",NA,"6","Steel",0.941666666666667
"DIY","SCR","435424","Rawlplug Hammer Fixing Nylon 8 x 80mm10pk","Rawlplug","8 x 80mm",NA,"10","Steel and Plastic",0.941666666666667
"DIY","SCR","435425","Rawlplug Hammer Fixing Nylon 8 x 100mm10pk","Rawlplug","8 x 100mm",NA,"10","Steel and Plastic",0.941666666666667
"DIY","SCR","435426","Rawlplug Frame Fixing Nylon 8 x 80mm6pk","Rawlplug","8 x 80mm",NA,"6","Steel and Plastic",0.941666666666667
"DIY","SCR","435427","Rawlplug Frame Fixing Nylon 10 x 100mm4pk","Rawlplug","10 x 100mm",NA,"4","Steel and Plastic",0.941666666666667
"DIY","SCR","435434","Rawlplug Assorted Fixings Assorted Sizes300pk","Rawlplug",NA,NA,"300","Plastic",0.883333333333333
"DIY","SCR","437123","Rawlplug Universal Fixing Assorted Sizes144pk","Rawlplug",NA,NA,"144","Plastic",0.883333333333333
