"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","350538","Feroglobin 30pk","Vitabiotics","30pk",0.8625
"TOI","MED","350539","Perfectil Hair Nails and Skin 30pk","Vitabiotics","30pk",0.8625
"TOI","MED","351927","Menopace 30pk","Vitabiotics","30",0.81
