"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","331802","Centrum Advanced 50+ Multivitamin 30pk","Centrium","30pk",0.8625
"TOI","MED","331803","Centrum Advanced Multivitamin 30pk","Centrium","30pk",0.8625
"TOI","MED","332707","Centrum Performance Multivitamin 30pk","Centrium","30pk",0.8625
"TOI","MED","350174","Centrum For Men 50 Plus 30pk","Centrium","30",0.8625
"TOI","MED","350175","Centrum For Women 50 Plus 30pk","Centrium","30",0.8625
"TOI","MED","352072","Centrum Fruity Chew's Multivitamin 30pk","Centrium","1",0.8625
