"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"DIY","CYC","431574","Kidzamo Dinosaur Helmet 48-54cm","Kidzamo","48-54cm","Green","1","No",0.65
"DIY","CYC","431575","Kidzamo Pony Helmet 48-54cm","Kidzamo","48-54cm","White","1","No",0.65
