"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","HAI","340261","Jerome Russell Bblonde Maxium Lift Cream Peroxide","Jerome and Russell","1",0.81
"TOI","HAI","340262","Jerome Russell BBlonde Powder Bleach","Jerome and Russell","1",0.81
