"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","ACT","285276","WWE Figure 6in Assortment","WWE","Multi","1","6 Years +",0.941666666666667
"TOY","ACT","439743","WWE Mini Figure Assorted","WWE","Multi","1","3 Years +",0.941666666666667
