"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","MAY","286418","Maybelline Color Sensational Lipstick 842Rosewood Pearl","Maybelline","4.2g","Red","1",1
"TOI","MAY","295913","Maybelline Dream Satin Liquid Foundation 60Caramel 30ml","Maybelline","30ml","Brown","1",1
"TOI","MAY","295932","Maybelline Dream Matte Mousse Foundation SPF 1560 Caramel","Maybelline","18g","Brown",NA,0.93
"TOI","MAY","296759","Maybelline Color Sensational Lipstick 150 StellarPink","Maybelline","4.2g","Pink","1",1
"TOI","MAY","296761","Maybelline Color Sensational Lipstick 338Midnight Plum","Maybelline","4.2g","Purple","1",1
"TOI","MAY","296809","Maybelline SuperStay 7 Days Gel Nail PolishCrystal","Maybelline","10ml","Clear","1",1
"TOI","MAY","296813","Maybelline SuperStay 7 Days Nail Polish 78Porcelain","Maybelline","10ml","Cream","1",1
"TOI","MAY","296815","Maybelline SuperStay 7 Days Nail Polish 19 GoldenBrown","Maybelline","10ml","Brown","1",1
"TOI","MAY","296818","Maybelline SuperStay 7 Days Gel Nail Polish 06Deep Red","Maybelline","10ml","Red",NA,0.93
"TOI","MAY","296844","Maybelline Dream Matte Mousse Foundation SPF 1504 Light Porcelain","Maybelline","18g","Cream","1",1
"TOI","MAY","296845","Maybelline Dream Matte Mousse Foundation SPF 1505 Porcelain","Maybelline","18g","Cream",NA,0.93
"TOI","MAY","296846","Maybelline Dream Matte Mousse Foundation SPF 1510 Ivory","Maybelline","18g","Cream","1",1
"TOI","MAY","296850","Maybelline Dream Matte Mousse Foundation SPF 15030 Sand","Maybelline","18g","Brown",NA,0.93
"TOI","MAY","296851","Maybelline Dream Matte Mousse Foundation SPF 1540 Fawn","Maybelline","18g","Brown",NA,0.93
"TOI","MAY","296852","Maybelline Dream Matte Mousse Foundation SPF 15048 Sun Beige","Maybelline","18g","Brown",NA,0.93
"TOI","MAY","296856","Maybelline Dream Satin Liquid Foundation 20 Cameo30ml","Maybelline","30ml","Brown",NA,0.93
"TOI","MAY","296857","Maybelline Dream Satin Liquid Foundation 21 Nude30ml","Maybelline","30ml","Brown",NA,0.93
"TOI","MAY","296858","Maybelline Dream Satin Liquid Foundation 30 Sand30ml","Maybelline","30ml","Brown",NA,0.93
"TOI","MAY","296859","Maybelline Dream Satin Liquid Foundation 40 Fawn30ml","Maybelline","30ml","Brown",NA,0.93
"TOI","MAY","296860","Maybelline Dream Satin Liquid Foundation 48 SunBeige 30ml","Maybelline","30ml","Brown",NA,0.93
"TOI","MAY","297220","Maybelline Master Precise Liquid Eyeliner Black","Maybelline","5g","Black",NA,0.93
"TOI","MAY","297411","Maybelline Master Drama Khol Eyeliner Ultra Black","Maybelline","5g","Black","1",1
"TOI","MAY","302598","Maybelline Lasting Drama Gel Eyeliner 01 Black","Maybelline","50g","Black","1",1
"TOI","MAY","302601","Maybelline Dream Lumi Touch Concealer 01 Ivory","Maybelline","1.8g","Cream","1",0.95
"TOI","MAY","302602","Maybelline Dream Lumi Touch Concealer 02 Nude","Maybelline","1.8g","Brown","1",1
"TOI","MAY","302603","Maybelline Dream Lumi Touch Concealer 03 Sand","Maybelline","1.8g","Brown","1",1
"TOI","MAY","302604","Maybelline SuperStay 24hr Dual Ended LipstickDelicious Pink","Maybelline","5.5ml","Pink","1",1
"TOI","MAY","302605","Maybelline SuperStay 24hr Dual Ended LipstickRose Dust","Maybelline","5.5ml","Red","1",1
"TOI","MAY","302606","Maybelline SuperStay 24hr Dual Ended LipstickRaspberry","Maybelline","5g","Red","1",1
