"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","NOT","432016","Silvine Exercise Book 120 Pages","Silvine","148mmx210mm",NA,"1",1
"SBK","NOT","432017","Silvine A4 Exercise Book 120 Pages","Silvine","A4",NA,"1",1
"SBK","NOT","432020","042F Memo Book 72 Pages","Silvine","158mmx99mm",NA,"1",0.95
"SBK","NOT","432022","Silvine A4 Perfecto Notebook 160 Pages","Silvine","A4",NA,"1",1
"SBK","NOT","432024","Silvine A5 Perfecto Notebook 160 Pages","Silvine","A5",NA,"1",1
"SBK","NOT","432035","Silvine A4 Wirebound PP Cover Notebook","Silvine","A4",NA,"1",1
"SBK","NOT","432036","Silvine A5 Wirebound PP Cover Notebook","Silvine","A5",NA,"1",1
"SBK","NOT","432037","Silvine A6 Wirebound PP Cover Notebook","Silvine","A6",NA,"1",1
"SBK","OFF","432030","Silvine Record Cards Multi Colour 6 x 4in 100pk","Silvine","152mmx102mm",NA,"1",1
"SBK","OFF","432031","Silvine Record Cards White 6 x 4in 100pk","Silvine","152mmx102mm",NA,"1",1
"SBK","OFF","434314","Silvine Cash Book 72 Pages","Silvine","158mmx99mm",NA,"1",1
"SBK","OFF","434315","Silvine Duplicate Memo Book","Silvine","102mmx127mm","Red","1",1
