"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"HOU","MOP","328396","Addis Step Stool","Addis","1",0.9125
"HOU","SWE","436780","Addis Multi Surface Sweeper","Addis","1",0.825
