"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FAC","351452","Aveeno Skin Relief Lotion 75ml","Aveeno","75ml","1",1
"TOI","FAC","452888","Aveeno Daily Moist Hand Cream 75ml","Aveeno","75ml","1",1
"TOI","FAC","452923","Aveeno Daily Moisturising Lotion 200ml","Aveeno","200ml","1",1
