"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","SUR","403692","Zoflora Concentrated Disinfectant 500ml","Zoflora","500ml","1",1
"CLE","SUR","417772","Zoflora Non-Odour Neutraliser 120ml","Zoflora","120ml","1",1
"PET","GEN","449317","Zoflora Fresh Home Disinfectant 500ml","Zoflora","500ml","1",0.93
