"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Power","Model Number","DQ Score"
"HOU","HEA","440044","Prolectrix Round 7 Fin Oil Filled Radiator 1500W","PROlectrix","33X24X54.5cm","Silver","1",NA,"1500W","EH0564WILKPRO",1
"HOU","HEA","440047","Mini Oil Filled Radiator 700W","PROlectrix","33X14X38cm","Black","1",NA,"700W","EH0575WILKPRO",0.95
"HOU","SWE","417186","Prolectrix 2 in 1 Swift Vacuum Cleaner 600wEF0247WK0","PROlectrix",NA,NA,NA,NA,"600W","EF0247WK0",0.883333333333333
"HOU","SWE","436775","Prolectrix Triangular Steam Cleaner EF0248WK","PROlectrix",NA,"Orange","1","ABS",NA,NA,0.941666666666667
