"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","260427","Strepsils Honey and Lemon Lozenges 16pk","Strepsils","16pk",0.9125
"TOI","MED","296553","Strepsils Honey and Lemon Lozenges 36pk","Strepsils","36pk",0.9125
"TOI","MED","297412","Strepsils Original Lozenges 16pk","Strepsils","16pk",0.9125
"TOI","MED","423972","Strepsils Extra Triple Action Blackcurrant 24pk","Strepsils","1",0.9125
