"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","LAU","295254","Bold Gel With Lenor Lotus Flower and Lilly 888ml","Bold","888ml","1",1
"CLE","LAU","295341","Bold Gel With Lenor Lavender and Camomile 888ml","Bold","888ml","1",1
"CLE","LAU","330301","Bold Gel With Lenor Sparkling Bloom and YellowPoppy 24 Washes 888ml","Bold","888ml","1",1
"CLE","LAU","351268","Bold 2in1 Liquid Lotus Flower and Lilly 1.2L","Bold","1.2L",NA,0.9125
"CLE","LAU","351270","Bold 2in1 Liquid Lavender and Camomile 1.9L","Bold","1.9L","1",1
"CLE","LAU","413963","Bold 2 in 1 Liquid Tablets White Lily 18 Washes","Bold",NA,"1",0.9125
"CLE","LAU","413965","Bold 2 in 1 Liquid Tablets Lavender and Camomile18 Washes","Bold",NA,"1",0.9125
"CLE","LAU","413967","Bold 2 in 1 Liquid Tablets Sparkling Bloom18 Washes","Bold",NA,"1",0.9125
"CLE","LAU","432518","Bold 2in1 with Lenor Sparkling Bloom andYellow Poppy 1.2L","Bold","1.2L","1",1
"CLE","LAU","432519","Bold 2 in 1 Liquid Tablets Lavender and Camomile29 Washes","Bold",NA,"1",0.9125
"CLE","LAU","432520","Bold 2 in 1 Liquid Pods White Lily 29 Washes","Bold",NA,"1",0.9125
"CLE","LAU","432521","Bold 2in1 Powder with Lenor Lavender andCamomile 2.6kg","Bold",NA,"1",0.9125
"CLE","LAU","432522","Bold 2in1 Powder Sparkling Bloom 1.43kg","Bold","1.43kg","1",1
