"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","HAI","442214","Colourless Hair Colour Remover Maximum Conditioner","Colourless","1",0.9125
"TOI","HAI","442215","Colourless Hair Colour Remover Maximum Effect","Colourless","1",0.86
