"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"CLE","FUR","166221","Pledge Dry Dusting Cloths Citrus 20pk","Pledge","20 Pack","White","1",0.941666666666667
"CLE","FUR","221896","Pledge Dusters Starter Kit","Pledge",NA,"Multi","1",0.883333333333333
"CLE","FUR","221897","Pledge Fluffy Duster Refills 5pk","Pledge","5 Pack","White","1",0.941666666666667
"CLE","FUR","276154","Pledge Wood Polish Classic 250ml","Pledge","250ml",NA,"1",1
"CLE","FUR","276168","Pledge Furniture Polish Lavender 250ml","Pledge","250ml",NA,"1",1
"CLE","FUR","276588","Pledge Polish Springtime 250ml","Pledge","250ml",NA,"1",1
"CLE","FUR","276597","Pledge  Multi Purpose Polish Jasmine 250ml","Pledge","250ml",NA,"1",1
"CLE","FUR","319786","Pledge Polish Original 250ml","Pledge","250ml",NA,"1",1
"CLE","FUR","425112","Pledge Extra Care Beeswax Aerosol 250ml","Pledge","250ml",NA,"1",1
"CLE","SUR","193670","Pledge Wood Floors and Furniture Wipes 12pk","Pledge","Extra Large",NA,"12pk",1
