"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"DIY","MOT","450503","Carlube Adblue 3.5L","Carlube","3.5L","1pk","No","N/A","3.5L","N/A","N/A","CAB035",0.65
