"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"DIS","TOW","192771","The Snowman and The Snowdog Toilet TissueDecorated 4 Rolls 170 Sheets 3 Ply","Nicky","170 sheets per roll","4",0.95
"DIS","TOW","192772","The Snowman and The Snowdog Kitchen Roll Decorated2 Rolls 56 Sheets 2 Ply","Nicky","56 sheets per roll","2",0.95
