"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Age","DQ Score"
"TOI","FOO","288514","Aptamil First Milk Stage 1 900g","Aptamil","900g",NA,NA,0.86
"TOI","FOO","288516","Aptamil Follow On Milk Stage 3 900g","Aptamil","900g",NA,NA,0.86
"TOI","FOO","288517","Aptamil First Milk 200ml","Aptamil","200ml",NA,NA,0.86
"TOI","FOO","288518","Aptamil Hungry Milk 200ml","Aptamil","200ml","1",NA,0.93
"TOI","FOO","288519","Aptamil Follow On Milk Stage 3 200ml","Aptamil","200ml","1",NA,0.93
"TOI","FOO","290562","Aptamil Growing Up Milk 1-2 Years 200ml","Aptamil","200ml","1",NA,0.93
"TOI","FOO","352495","Aptamil Growing Up Milk 1-2 Years 900g","Aptamil","900g","1","12-24 months",1
