"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","100","314543","Go-Cat Complete Kitten -1 Year with Chicken, Carrot and Milk Nuggets 2kg","Go Cat","2kg","1",0.88
"PET","CAT","243694","Go-Cat Adult Dry Cat Food Tuna Herring andVegetables 825g","Go Cat","825g","1",0.95
"PET","CAT","243695","Go-Cat Adult Dry Cat Food Chicken and Duck 825g","Go Cat","825g","1",0.9
"PET","CAT","284809","Go-Cat Dry Cat Food Turkey and Vegetables 825g","Go Cat","825g","1",0.95
"PET","CAT","314536","Go-Cat Dry Cat Food Chicken and Garden Greens forIndoor Cats 950g","Go Cat","825g","1",0.95
"PET","CAT","336109","Go-Cat Dry Cat Food Crunchy and Tender Tuna 375g","Go Cat","375g",NA,0.8625
"PET","CAT","336110","Go-Cat Dry Cat Food Crunchy and Tender Beef andChicken 375g","Go Cat","375g","1",0.95
"PET","CAT","401013","Go-Cat Dry Cat Food Crunchy and Tender Chickenand Turkey 375g","Go Cat","375g",NA,0.8625
"PET","CAT","411019","Go-Cat Dry Cat Food Crunchy and Tender Beef andChicken 800g","Go Cat","800g","1",0.95
"PET","CAT","412186","Go-Cat Dry Kitten Food Crunchy and Tender 800g","Go Cat","800g","1",0.95
"PET","CAT","412942","Go-Cat Dry Cat Food Duck and Chicken 2kg","Go Cat","2kg","1",0.95
"PET","CAT","412943","Go-Cat Dry Cat Food Crunchy and Tender SalmonTuna and Vegetables 800g","Go Cat","800g","1",0.95
