"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOU","MOP","155999","Vileda Super Mocio 3 Action Mop Head and Handle","Vileda",NA,"Multi","1","Cellulose, Polyester, Polypropylene, Polyamide",0.941666666666667
"HOU","MOP","157423","Vileda SuperMocio 3 Action Refill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","181642","Vileda SuperMocio Bucket and Wringer Red and Black","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","204922","Vileda Magic Mop Flat","Vileda",NA,"Red","1",NA,0.883333333333333
"HOU","MOP","204923","Vileda Magic Mop Flat Refill Blue","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","265644","Vileda Supermocio Microfibre and Cotton Mop","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","265645","Vileda Supermocio Mop Head Microfibre and CottonRefill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","266271","Vileda  3 Action Broom Red","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","292476","Vileda Active Max Mop Refill","Vileda",NA,"Multi","1","Polyester Microfibre, Cotton",0.941666666666667
"HOU","MOP","304986","Vileda Mop Active Max System","Vileda",NA,"Multi","1","Cotton, Polyester",0.941666666666667
"HOU","MOP","304988","Vileda Mop 1.2 Spray System","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","304989","Vileda Active 1.2 Spray Cleaner 750ml","Vileda","750ml",NA,NA,NA,0.9125
"HOU","MOP","304990","Vileda Ultra Max 1.2 Replacement Mop Head","Vileda","1.2L","Multi","1",NA,0.941666666666667
"HOU","MOP","417427","Vileda Dust Pan and Brush Set Red","Vileda",NA,NA,NA,NA,0.766666666666667
"HOU","MOP","417436","Vileda Supermocio Soft Mop","Vileda",NA,NA,NA,"50% viscose, 30% PES, 20% PP (Head) Steel (Handle)",0.825
"HOU","MOP","417437","Vileda Supermocio Soft Mop Refill","Vileda",NA,NA,NA,NA,0.766666666666667
"HOU","MOP","72831","Vileda Magic Mop 3 Action Red/Grey","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","72832","Vileda Magic Mop Refill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","SCO","417431","Marigold Latex Free Disposable Gloves 40pk","Vileda",NA,NA,NA,NA,0.74
"HOU","SPC","420159","Vileda Hot Spray Mop 100 Degrees","Vileda","Vileda Hot Spray 1290mm (H) x 350mm (W) x 260mm (D",NA,"1","Plastic",0.941666666666667
"HOU","SPC","420160","Vileda 100 Degrees Hot Spray Refills","Vileda","Vileda Hot Spray Refill 4mm (H) x 320mm (W) x 235m",NA,"2","Microfibre",0.941666666666667
"HOU","SPC","425196","Vileda Windowmatic Window Vacuum","Vileda",NA,NA,"1",NA,0.9125
