"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","HAI","331756","L'Oreal Casting Creme Gloss 360 Black Cherry SemiPermanent Hair Dye","L'Oreal",NA,"Black","1",NA,0.93
"TOI","HAI","331757","L'Oreal Casting Creme Gloss 316 Plum SemiPermanent Hair Dye","L'Oreal",NA,"Purple","1",NA,0.93
"TOI","HAI","331758","L'Oreal Casting Creme Gloss 300 Darkest BrownSemi Permanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","331764","L'Oreal Casting Creme Gloss 603 Chocolate CaramelBrown Semi Permanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","345286","L'Oreal Casting Creme Gloss 734 Rich Honey BlondeSemi Permanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","345287","L'Oreal Casting Creme Gloss 830 Sweet HoneyBlonde Semi Permanent Hair Dye","L'Oreal",NA,"Yellow","1",NA,0.93
"TOI","HAI","345288","L'Oreal Casting Creme Gloss 513 Iced TruffleBrown Semi Permanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","345290","L'Oreal Casting Creme Gloss 323 Dark ChocolateBrown Semi Permanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","345291","L'Oreal Casting Creme Gloss 1010 Light IcedBlonde Semi Permanent Hair Dye","L'Oreal",NA,"Blonde","1",NA,0.93
"TOI","HAI","345601","L'Oreal Casting Creme Gloss 613 Iced Mocha LightBrown Semi Permanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","351711","L'Oreal Excellence Creme Blondes Supreme LightestBlonde Permanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","444978","L'Oreal Magic Retouch Dark Brown Root Touch Up","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","444979","L'Oreal Magic Retouch Brown Root Touch Up","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","444980","L'Oreal Magic Retouch Dark Blonde Root Touch Up","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","450015","L'Oreal Magic Retouch Light Golden Blonde RootTouch Up","L'Oreal",NA,NA,"1",NA,0.86
"TOI","HAI","456251","L'Oreal Casting Creme Gloss 356 Cherry Cola DarkBrown Semi Permanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.81
"TOI","HAI","456252","L'Oreal Casting Creme Gloss 700 Dark Blonde SemiPermanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.81
"TOI","HAI","456253","L'Oreal Magic Retouch Golden Brown Root Touch Up","L'Oreal",NA,NA,"1","No",0.6
"TOI","HAI","456264","L'Oreal Excellence Creme 5.3 Golden BrownPermanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.81
"TOI","HAI","456265","L'Oreal Excellence Creme 3 Natural Darkest BrownPermanent Hair Dye","L'Oreal",NA,NA,"1",NA,0.81
"TOI","HAI","60224","L'Oreal Preference Infinia 3 Brasilia Dark BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","60226","L'Oreal Preference Infinia 9.13 Bergen LightBeige Blonde Permanent Hair Dye","L'Oreal",NA,"Blonde","1",NA,0.93
"TOI","HAI","60231","L'Oreal Preference Infinia 7 Rimini Dark BlondePermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","87775","L'Oreal Excellence Creme 4 Natural Dark BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","87776","L'Oreal Excellence Creme 5 Natural BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","87779","L'Oreal Excellence Creme 6 Natural Light BrownPermanent Hair Dye","L'Oreal",NA,"Brown","1",NA,0.93
"TOI","HAI","87780","L'Oreal Excellence Creme 7 Dark Blonde PermanentHair Dye","L'Oreal",NA,"Blonde","1",NA,0.93
"TOI","HAI","87783","L'Oreal Excellence Creme 9 Natural Light BlondePermanent Hair Dye","L'Oreal",NA,"Blonde","1",NA,0.93
"TOI","MEN","169920","Loreal Studio Line Style Rework 150ml","L'Oreal","150ml",NA,"1",NA,0.88
"TOI","MEN","338316","Studio Mineral Control Invisi'gel 150ml","L'Oreal","150ml",NA,"1",NA,0.88
"TOI","MEN","346424","L'Oreal Men Expert Hydra Energetic Anti-FatigueMoisturiser 50ml","L'Oreal","50ml",NA,NA,NA,0.9125
"TOI","MEN","346425","L'Oreal Men Expert Hydra Energetic DailyMoisturiser 50ml","L'Oreal","50ml",NA,NA,NA,0.9125
"TOI","MEN","346428","L'Oreal Men Expert Hydra Energetic Face Wash150ml","L'Oreal","150ml",NA,NA,NA,0.9125
"TOI","MEN","352577","L'Oreal Men Expert Fresh Extreme 48HAnti-Perspirant Deodorant 250ml","L'Oreal","250ml",NA,"1",NA,1
"TOI","MEN","352580","L’Oreal Men Expert Carbon Protect 48HAnti-Perspirant Deodorant 250ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","352581","L'Oreal Men Deodorant Fresh Extreme 50ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","411971","L'Oreal Men Expert Vita Lift 5 Anti AgeingMoisturiser 50ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","411975","L'Oreal Men Expert Pure Power Charcoal Face Wash150ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","411977","L'Oreal Men Expert Pure Power Anti-SpotMoisturiser 50ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","411985","L'Oreal Studio Matt and Messy Putty 150ml","L'Oreal",NA,NA,"1",NA,0.86
"TOI","MEN","430654","L’Oreal Men Expert Thermic Resist 48HAnti-Perspirant Deodorant 250ml","L'Oreal","250ml",NA,"1",NA,0.95
"TOI","MEN","430657","L'Oreal Men Expert Shirt Protect 48HAntiperspirant Deodorant 50ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","445546","L’Oreal Men Expert Hydra Energetic Shower Gel300ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","445547","L’Oreal Men Expert Total Clean Shower Gel 300ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","450664","L'Oreal Men Expert Hydra Sensitive Face Wash150ml","L'Oreal","150ml",NA,"1",NA,1
"TOI","MEN","450665","L'Oreal Men Expert Hydra Sensitive Moisturiser50ml","L'Oreal","50ml",NA,"1",NA,1
"TOI","MEN","450666","L'Oreal Men Expert Hydra Sensitive Post ShaveBalm 125ml","L'Oreal","125ml",NA,"1",NA,1
"TOI","MEN","450667","L’Oreal Men Expert Hydra Sensitive Shower Gel300ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","450668","L’Oreal Men Expert Invincible Sport Shower Gel300ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","450669","L’Oreal Men Expert Sensitive Control 48HDeodorant 250ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","MEN","450670","L’Oreal Men Expert Invincible Sport 96HAnti-Perspirant Deodorant 250ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","SHC","205402","L'Oreal Elnett Normal Strength Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,1
"TOI","SHC","205403","L'Oreal Elnett Extra Strength Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,1
"TOI","SHC","220740","L'Oreal Elnett Normal Strength Hairspray 75ml","L'Oreal","75ml","Multi","1",NA,1
"TOI","SHC","221383","L'Oreal Elnett Supreme Hold Hairspray 200ml","L'Oreal","200ml","Multi","1",NA,1
"TOI","SHC","223731","L'Oreal Elvive Colour Protect Coloured HairShampoo 250ml","L'Oreal","250ml",NA,"1",NA,1
"TOI","SHC","224638","L'Oreal Elvive Colour Protect Coloured HairConditioner 250ml","L'Oreal","250ml",NA,"1",NA,1
"TOI","SHC","236597","L'Oreal Elnett Extra Strength Hairspray 75ml","L'Oreal","75ml","Multi","1",NA,1
"TOI","SHC","258465","L'Oreal Elvive Colour Protect Coloured HairShampoo 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","258466","L'Oreal Elvive Full Restore 5 Damaged HairShampoo 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","258468","L'Oreal Elvive Colour Protect Coloured HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","258469","L'Oreal Elvive Full Restore 5 Damaged HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","290536","L'Oreal Elnett Infinite Shine Hairspray 200mlParis Collection","L'Oreal","200ml","Multi","1",NA,1
"TOI","SHC","307578","L'Oreal Elvive Nutri Gloss Shine Dull HairShampoo 400ml","L'Oreal","400ml",NA,NA,NA,0.9125
"TOI","SHC","307579","L'Oreal Elvive Nutri Gloss Shine Dull HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","32841","L'Oreal Elnett Supreme Hold Hairspray 400ml","L'Oreal","400ml","Multi","1",NA,1
"TOI","SHC","334524","L'Oreal Elnett Heat Protect Straight Hairspray170ml","L'Oreal","170ml","Multi",NA,NA,0.93
"TOI","SHC","334525","L'Oreal Elnett Heat Protect Volume Hairspray170ml","L'Oreal","170ml","Multi",NA,NA,0.93
"TOI","SHC","347741","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","347742","L'Oreal Elvive Fibrology Fine Hair Conditioner400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","347743","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","347744","L'Oreal Elvive Fibrology Fine Hair Conditioner250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","351727","L'Oreal Elnett Infinite Shine Hairspray 400mlParis Collection","L'Oreal","400ml","Multi","1",NA,1
"TOI","SHC","352328","L'Oreal Elvive Extraordinary Oil Dry Hair Shampoo400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","352329","L'Oreal Elvive Extraordinary Oil Dry HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","412778","L'Oreal Elvive Nutrigloss Luminiser Shampoo 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","412779","L'Oreal Elvive Nutri Gloss Shine Conditioner400ml Luminiser","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","429010","L'Oreal Elvive Clay Oily Roots Shampoo 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","429011","L'Oreal Elvive Clay Oily Roots Conditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","429012","L'Oreal Elvive Clay Oily Roots Shampoo 250ml","L'Oreal","250ml",NA,"1",NA,1
"TOI","SHC","429013","L'Oreal Elvive Clay Oily Roots Conditioner 250ml","L'Oreal","250ml",NA,"1",NA,1
"TOI","SHC","429014","L'Oreal Studio Pro Lock It Volume Hairspray 400ml","L'Oreal","400ml",NA,"1",NA,0.93
"TOI","SHC","429015","L'Oreal Studio Pro Lock It Extra StrengthHairspray 400ml","L'Oreal","400ml",NA,"1",NA,0.93
"TOI","SHC","429016","L'Oreal Studio Pro Lock It Ultra StrengthHairspray 400ml","L'Oreal","400ml",NA,"1",NA,0.93
"TOI","SHC","429017","L'Oreal Studio Pro Boost It Volume Mousse 200ml","L'Oreal","200ml",NA,"1",NA,0.93
"TOI","SHC","449219","L'Oreal Elvive Fibrology Air Flat Hair Shampoo400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","449220","L'Oreal Elvive Fibrology Air Flat HairConditioner 400ml","L'Oreal","400ml",NA,"1",NA,1
"TOI","SHC","451506","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451507","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451508","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451509","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 250ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451510","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451511","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451512","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","451513","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","452894","L'Oreal Studio Pro Heat It Hot and Go 150ml","L'Oreal","150ml",NA,"1",NA,1
"TOI","SHC","452895","L'Oreal Studio Pro Heat It Hot and Sleek 200ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","452896","L'Oreal Studio Pro Hairspray Ultra Strong 75ml","L'Oreal",NA,NA,"1",NA,0.86
"TOI","SHC","452897","L'Oreal Elnett Precious Argan Oil Hairspray 400ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SHC","452968","L'Oreal Elnett Crème de Mousse Volume Strong Hold200ml","L'Oreal",NA,NA,"1",NA,0.86
"TOI","SHC","69028","L'Oreal Elnett Normal Strength Hairspray 400ml","L'Oreal","400ml","Multi","1",NA,1
"TOI","SHC","70604","L'Oreal Elnett Extra Strength Hairspray 400ml","L'Oreal","400ml","Multi",NA,NA,0.93
"TOI","SUN","409333","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF50+ 200ml","L'Oreal","200ml",NA,"1",NA,0.95
"TOI","SUN","450640","L'Oreal Sublime Bronze Express Self Tanning MistNon Tinted 150ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SUN","450644","L'Oreal Sublime Tinted Shimmer Gel 150ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SUN","451472","L'Oreal Sublime Bronze Airbrush Legs 150ml","L'Oreal",NA,NA,"1",NA,0.9125
"TOI","SUN","451481","L' Oreal Sublime Bronze Gradual Tan Medium 200ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","TRA","403078","Elvive Shampoo Colour Protect 50ml","L'Oreal",NA,NA,"1",NA,0.8625
"TOI","TRA","403079","Elvive Conditioner Colour Protect 50ml","L'Oreal","50ml",NA,"1",NA,0.95
