"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","HAI","442212","Jerome Russell Maximum Colour Toner Silver","Jerome Russell","1",0.81
"TOI","HAI","442213","Jerome Russell Maximum Colour Toner Steel","Jerome Russell","1",0.86
"TOI","HAI","456416","Jerome Russell Lilac Max Colour Toner","Jerome Russell","1",0.81
