"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SHC","136496","Head & Shoulders Classic Clean Shampoo andConditioner 225ml","Head & Shoulders","200ml","1",1
"TOI","SHC","236476","Head & Shoulders Classic Clean Anti-DandruffShampoo 500ml","Head & Shoulders","500ml","1",1
"TOI","SHC","242481","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 250ml","Head & Shoulders","250ml","1",1
"TOI","SHC","242518","Head & Shoulders Classic Clean Shampoo andConditioner 450ml","Head & Shoulders","400ml",NA,0.9125
"TOI","SHC","265023","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 500ml","Head & Shoulders","400ml",NA,0.9125
"TOI","SHC","265024","Head & Shoulders Anti-Dandruff Shampoo Smooth AndSilky 500ml","Head & Shoulders","400ml","1",1
"TOI","SHC","274039","Head & Shoulders Anti Dandruff ShampooItchy Scalp 250ml","Head & Shoulders","200ml","1",1
"TOI","SHC","307832","Head And Shoulders Anti Dandruff ConditionerSmooth And Silky 400ml","Head & Shoulders","400ml","1",0.95
"TOI","SHC","322631","Head and Shoulders Anti-Dandruff Shampoo Apple Fresh 500ml","Head & Shoulders","500ml","1",0.95
"TOI","SHC","324070","Head & Shoulders Itchy Scalp Anti-DandruffShampoo 500ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","324072","Head & Shoulders Anti-Dandruff Shampoo AppleFresh 250ml","Head & Shoulders","250ml","1",1
"TOI","SHC","329356","Head & Shoulders Citrus Fresh 2in1 Shampoo andConditioner 450ml","Head & Shoulders","450ml","1",1
"TOI","SHC","351686","Head & Shoulders Anti Dandruff Shampoo MentholFresh 500ml","Head & Shoulders","500ml","1",1
"TOI","SHC","452984","Head & Shoulders Thick and Strong Anti DandruffShampoo 500ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","453223","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo and Conditioner 225ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","453224","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo an Conditioner 450ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","453225","Head & Shoulders Men Ultra Hair BoosterAnti Dandruff Shampoo 450ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","454053","Head & Shoulders Thick and Strong Conditioner400ml","Head & Shoulders",NA,"1",0.9125
"TOI","SHC","94207","Head & Shoulders Classic Clean Anti-DandruffShampoo 250ml","Head & Shoulders","250ml","1",1
