"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","ACT","419732","Transformers Robots in Disguise Figures Assortment","Transformers","Multi","1","5 Years +",0.941666666666667
"TOY","ACT","438827","Transformers Rescue Bots Assorted","Transformers","Multi","1","3 Years +",0.941666666666667
