"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Assembly","DQ Score"
"TOI","DEN","34179","Clinomyn Smokers Toothpaste Ice Mint","Clinomyn","75ml","Multi","No",0.65
