"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","ADH","417028","Pentel Twin Tipped Permanent Marker 2pk","Pentel","Each Marker 13.8cm x 1.3cm x 1.8cm","Black","2",1
"SBK","DES","417015","Pentel EnerGel Retractable Rollerball Pen Medium 2pk","Pentel","Each Pen H14.7cm x W1.6cm x L1.3cm","Black","2",1
"SBK","DES","417019","Pentel R50 Rollerball Pens Black 2pk","Pentel","Each Pen H13.9cm x W1.2cm x L1.6cm","Black","2",1
"SBK","DES","417022","Pentel Slicci 0.8 Blue","Pentel","Each Pen H13.6cm x W 1.4cm x L 1.0cm","Blue","1",1
"SBK","DES","417023","Pentel Slicci 0.8 Green","Pentel","Each Pen H13.6cm x W 1.4cm x L 1.0cm","Green","1",1
"SBK","DES","417025","Pentel Slicci 0.8 Pink","Pentel","Each Pen H13.6cm x W 1.4cm x L 1.0cm","Pink","1",1
"SBK","DES","417027","Pentel White Marker","Pentel","Each Pen H9.0cm x W2.5cm x L2.5cm","White","1",1
"SBK","DES","417031","Pentel Slicci 0.8 Silver","Pentel","Each Pen H13.6cm x W 1.4cm x L 1.0cm","Silver","1",1
"SBK","DES","417032","Pentel Slicci 0.8 Gold","Pentel","Each Pen H13.6cm x W 1.4cm x L 1.0cm","Gold","1",1
"SBK","DES","431773","Pentel N850 Marker Blister 2pk","Pentel",NA,"Black","2",0.93
