"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOM","HAB","101942","Yarnfair DK Acrylic Yarn White 100g","Yarnfair","100g","White",NA,"Acrylic",0.941666666666667
"HOM","HAB","135117","Yarnfair Baby DK Acrylic Yarn Baby Pink 100g","Yarnfair","100g","Pink",NA,"Acrylic",0.941666666666667
"HOM","HAB","135119","Yarnfair Baby DK Acrylic Baby Blue 100g","Yarnfair","100g","Blue",NA,"Acrylic",0.941666666666667
"HOM","HAB","221695","Yarnfair Baby DK Acrylic Yarn White 100g","Yarnfair","100g","White",NA,"Acrylic",0.941666666666667
"HOM","HAB","300228","Yarnfair DK  Acrylic Yarn Cream 100g","Yarnfair","100g","Cream","1","Acrylic",1
"HOM","HAB","329119","Yarnfair DK 100g 100% Acrylic Shade 070 Jade","Yarnfair","100g","Green","1","Acrylic",1
"HOM","HAB","329121","Yarnfair DK  Acrylic  Yarn Ruby Red 100g","Yarnfair","100g","Red",NA,"Acrylic",0.941666666666667
"HOM","HAB","329122","Yarnfair DK 100g 100% Acrylic Shade 070Teal","Yarnfair","100g","Green","1","Acrylic",1
"HOM","HAB","417106","Yarnfair Stripes DK  Acrylic and Wool YarnBlue/Cream50g","Yarnfair",NA,NA,NA,NA,0.766666666666667
"HOM","HAB","417107","Yarnfair Sparkle Chunky Acrylic and Metalic YarnSilver/White 100g","Yarnfair",NA,NA,NA,NA,0.766666666666667
"HOM","HAB","417110","Yarnfair Flying Colours Acrylic and Wool YarnShocking Pink/Lime/Purple 100g","Yarnfair",NA,NA,NA,NA,0.766666666666667
"HOM","HAB","417112","Yarnfair Poppet Baby DK Acrylic YarnCream/Pink/Lilac 100g","Yarnfair",NA,NA,NA,NA,0.766666666666667
