"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","Material","Assembly","Age","DQ Score"
"FOO","SXM","421452","Peppa Pig Character Chocolate Shapes 37g","Kinnerton","1","Chocolate","No","4+",0.6
