"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"DIY","DOO","276978","Yale Deadlocking Nightlatch High Security 40mmPart Number P85 DMG","Yale","2.5in, 64mm",NA,NA,NA,NA,0.825
"DIY","DOO","276996","Yale Lock Replacement Rim Cylinder with KeysPart Number P1109","Yale","1 Pack",NA,NA,"Brass",NA,0.883333333333333
"DIY","DOO","336919","Yale Replacement Window Handle PVCu White","Yale","2 Pack","White","1",NA,NA,0.941666666666667
"DIY","DOO","345430","Yale Traditional Nightlatch Standard Security60mm Part Number P77","Yale","60mm",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345431","Yale Deadlocking Nightlatch High Security ChromeEffect 40mm Part Number P85","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345432","Yale Deadlocking Nightlatch High Security ChromeEffect 60mm Part Number P89","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345433","Yale Sashlock British Standard Maximum SecurityChrome Effect 64mm Part Number PM560","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345434","Yale Deadlock British Standard 5 Lever ChromeEffect 64mm Part Number PM562","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345435","Yale Sashlock 2 lever Standard Security BrassEffect 64mm Part Number PM246","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345436","Yale Sashlock 2 Lever Standard Security ChromeEffect 64mm Part Number PM246","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345437","Yale Bathroom Mortice Lock 2 1/2 Chrome","Yale","10cm x 6cm",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345438","Yale Sashlock Bathroom Standard Security BrassFinish Part Number PM236","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345439","Yale Rim Cylinder Replacement Standard SecurityChrome Effect Part Number P1109","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345441","Yale Replacement Door Lock Cylinder MaximumSecurity Part Number PKM3545","Yale","35x45mm",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345442","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM4050","Yale","40x50mm",NA,NA,NA,NA,0.825
"DIY","DOO","345443","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM4045","Yale","40x45mm",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345444","Yale Euro Profile Cylinder British Standard HighSecurity Part Number PKM3535","Yale","35x35mm",NA,NA,NA,NA,0.825
"DIY","DOO","345445","Yale PVCu Window Stop Standard Security WhitePart Number VK8k103","Yale","1 Pack",NA,"1",NA,NA,0.93
"DIY","DOO","345446","Yale Tubular Latch Standard Security Brass Effect64mm Part Number PM888","Yale","1 Pack",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345447","Yale Tubular Latch Standard Security Chrome Effect64mm/2.5in PM888","Yale","2.5in",NA,NA,NA,NA,0.825
"DIY","DOO","345448","Yale Tubular Latch Standard Security Brass Effect76mm/3in PM888","Yale","3in",NA,"1",NA,NA,0.883333333333333
"DIY","DOO","345449","Yale Tubular Latch Standard Security Chrome Effect76mm/3in PM888","Yale","3in",NA,"1",NA,NA,0.883333333333333
"DIY","SEC","276968","Yale Digital Safe  with Small Keypad","Yale","20cm",NA,NA,NA,"No",0.65
