"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","CHI","432844","Football Illumi Mate","Other","10 x 10 x 9.50 cm",NA,"1",NA,NA,NA,0.783333333333333
"HOM","CHI","451234","Duvet Set Emoji Multi Reversible Single","Other","Single",NA,"1","Polyester Cotton",NA,"Wash at 40 Synth",0.9
"HOM","CHI","451235","Emoji Embroided Poop Cushion","Other","35 x 35cm",NA,"1","Polyester",NA,"Spot Clean Only",0.9
"HOM","CHI","451479","Paw Patrol Illumi Mate Comfort Light","Other","9 x 9.5 x 13cm",NA,"1",NA,NA,NA,0.833333333333333
"HOM","CHI","451480","Shimmer andShine Illumimate Assorted","Other",NA,NA,NA,NA,NA,NA,0.716666666666667
"HOM","CHI","451647","Duvet Set Blaze Single","Other","Single",NA,"1","Polyester",NA,NA,0.85
"HOM","CHI","451648","Duvet Set Trolls Single","Other","Single",NA,"1","Polyester",NA,"Wash at 30",0.9
"HOM","FUR","448021","Marbella 2 Door 2 Drawer Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448022","Marbella 2 Door Midi Wardrobe White","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448023","Marbella 2 Door Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448024","Marbella 3 Drawer Chest Of Drawers White","Other","H 69.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448025","Marbella 3 Drawer Bedside Cabinet White","Other","H 69.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448026","Marbella 4 Drawer Chest Of Drawers White","Other","H 88.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448027","Marbella 4 Drawer Deep Chest of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448028","Marbella 5 Drawer Chest Of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448029","Marbella 6 Drawer Midi Chest Of Drawers White","Other","H 79.5cm x W 112cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448030","Marbella Blanket Box White","Other","H 41.5cm x W 84cm x D 41.5cm",NA,"1","MDF",NA,NA,0.85
"HOM","FUR","448031","Marbella Childs Wardrobe White","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448032","Marbella 6 Drawer Kneehole Vanity White","Other","H 79.5cm x W 127.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448033","Marbella Large Mirror White","Other","H 49cm x W 74.5cm x D 14cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448034","Marbella Sliding Wardrobe White","Other","H 198cm x W 100.5cm x D 59.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448035","Marbella Small Mirror White","Other","H 50.5cm x W 48cm x D 14cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448036","Marbella Stool White","Other","H 51cm x W 48cm x D 37.5cm",NA,NA,"MDF, glass","No",NA,0.891666666666667
"HOM","FUR","448037","Marbella 3 Drawer Vanity White","Other","H 79.5cm x W 93cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448038","Cadiz 2 Drawer Bedside Cabinet White","Other","H 50.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448039","Cadiz 2 Door 2 Drawer Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448040","Cadiz 2 Door Midi Wardrobe White","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448041","Cadiz 2 Door Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448042","Cadiz 3 Drawer Chest Of Drawers White","Other","H 69.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448043","Cadiz 3 Drawer Bedside Cabinet White","Other","H 69.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448044","Cadiz 4 Drawer Chest Of Drawers White","Other","H 88.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448045","Cadiz 4 Drawer Deep Chest of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448046","Cadiz 5 Drawer Chest Of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448047","Cadiz 6 Drawer Midi Chest Of Drawers White","Other","H 79.5cm x W 112cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448048","Cadiz Blanket Box White","Other","H 41.5cm x W 84cm x D 41.5cm",NA,"1","MDF",NA,NA,0.85
"HOM","FUR","448049","Cadiz 6 Drawer Kneehole Vanity White","Other","H 79.5cm x W 127.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448050","Cadiz Large Mirror White","Other","H 49cm x W 74.5cm x D 14cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448051","Cadiz Sliding Wardrobe White","Other","H 198cm x W 100.5cm x D 59.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448052","Cadiz Small Mirror White","Other","H 50.5cm x W 48cm x D 14cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448053","Cadiz Stool White","Other","H 51cm x W 48cm x D 37.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448054","Cadiz 3 Drawer Vanity White","Other","H 79.5cm x W 93cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448055","Altea 2 Drawer Bedside Cabinet White","Other","H 50.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448056","Altea 2 Door 2 Drawer Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448057","Altea 2 Door Midi Wardrobe White","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448058","Altea 2 Door Wardrobe White","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448059","Altea 3 Drawer Chest Of Drawers White","Other","H 69.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448060","Altea 3 Drawer Bedside Cabinet White","Other","H 69.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448061","Altea 4 Drawer Chest Of Drawers White","Other","H 88.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448062","Altea 4 Drawer Deep Chest of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448063","Altea 5 Drawer Chest Of Drawers White","Other","H 107.5cm x W 76.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448064","Altea 6 Drawer Midi Chest Of Drawers White","Other","H 79.5cm x W 112cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448065","Altea Blanket Box White","Other","H 41.5cm x W 84cm x D 41.5cm",NA,"1","MDF",NA,NA,0.85
"HOM","FUR","448066","Altea Childs White Wardrobe","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448067","Altea 6 Drawer Kneehole Vanity White","Other","H 79.5cm x W 93cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448068","Altea Large Mirror White","Other","H 50.5cm x W 39.5cm x D 41.5cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448069","Altea Sliding Wardrobe White","Other","H 198cm x W 100.5cm x D 59.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448070","Altea Small Mirror White","Other","H 50.5cm x W 48cm x D 14cm",NA,"1",NA,NA,NA,0.88
"HOM","FUR","448071","Altea Stool White","Other","H 51cm x W 48cm x D 37.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448072","Altea 3 Drawer Vanity White","Other","H 79.5cm x W 93cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448073","Javea 2 Drawer Bedside Cabinet Grey","Other","H 50.5cm x W 39.5cm x D 41.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448074","Javea 2 Door 2 Drawer Wardrobe Grey","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448075","Javea 2 Door Midi Wardrobe Grey","Other","H 127cm x W 77cm x D 53.5cm",NA,NA,"MDF","No",NA,0.891666666666667
"HOM","FUR","448076","Javea 2 Door Wardrobe Grey","Other","H 182.5cm x W 74cm x D 53cm",NA,NA,"MDF","No",NA,0.891666666666667
