"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MED","352437","Oilatum Bath Formula 150ml","Oilatum","150ml","1",1
"TOI","MED","352438","Oilatum Cream 50g","Oilatum","50g","1",1
