"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","CRE","280110","Don't Say It Game","Paul Lamond Games","Multi","1","6 Years +",0.891666666666667
"TOY","CRE","291348","Yes No Card Game","Paul Lamond Games","Multi","1","8 Years +",0.891666666666667
"TOY","GAM","401406","Charades For Kids","Paul Lamond Games","Multi","1","3 Years +",0.891666666666667
"TOY","GAM","448224","Are We There Yet? Travel Game","Paul Lamond Games","Multi","1","6 Years +",0.841666666666667
