"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Power","Model Number","DQ Score"
"SBK","SPC","446376","Escape HD5 Action Camera","Escape","59.27 x 41.13 x 29.28cm","Silver","1","No","Battery capacity 900 mAh","KVESCAPE5",0.65
