"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","SHC","276575","Herbal Essences Dazzling Shine Conditioner 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","276576","Herbal Essences Hello Hydration Conditioner 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","276577","Herbal Essences Shampoo Dazzling Shine 400ml","Herbal Essences","400ml",NA,0.9125
"TOI","SHC","276578","Herbal Essences Shampoo Hello Hydration For DryHair 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","307836","Herbal Essences Shampoo Bee Strong For DamagedHair 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","307837","Herbal Essences Conditioner Bee Strong DamagedHair 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","351705","Herbal Essences Conditioner Ignite My Colour 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","351763","Herbal Essences Shampoo Ignite My Colour 400ml","Herbal Essences","400ml","1",1
"TOI","SHC","407590","Herbal Essences Conditioner Naked RevitalisingShine 400ml","Herbal Essences",NA,"1",0.9125
"TOI","SHC","407591","Herbal Essences Shampoo Naked Revitalising Shine400ml","Herbal Essences",NA,"1",0.9125
