"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"FOO","XMS","443356","Matthew Walker Classic Xmas Pudding 907g","Matthew Walker","907g","1","No",0.65
"FOO","XMS","443357","Matthew Walker Toffee Xmas Pudd 100g","Matthew Walker","100g","1","No",0.65
"FOO","XMS","443365","Matthew Walker Classic Xmas Pudding 100g","Matthew Walker","100g","1","No",0.65
"FOO","XMS","443366","Matthew Walker Classic Xmas Pudding 454g","Matthew Walker","454g","1","No",0.65
