"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","SUN","409327","Jungle Formula Pump Max 90ml","Jungle Formula","1",0.9125
"TOI","SUN","452948","Jungle Formula Kids Bracelet","Jungle Formula","1",0.9125
"TOI","SUN","452949","Jungle Formula Kids Lotion 125ml","Jungle Formula","1",0.9125
