"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","100","314493","Whiskas Kitten with Chicken up to 1 Year 2kg","Whiskas","2kg","1",0.93
"PET","CAT","189431","Whiskas Pouch Cat Food Fish and Meat Selection inJelly 12 x 100g","Whiskas","12x100g","12pk",1
"PET","CAT","218152","Whiskas Pouch Cat Food Fish Selection in Jelly 12x 100g","Whiskas","12x100g","12pk",1
"PET","CAT","218391","Whiskas Pouch Cat Food Poultry Selection in Gravy12 x 100g","Whiskas","12x100g","12pk",1
"PET","CAT","221221","Whiskas 1+ Cat Food Pouch Poultry Selectionin Jelly 12 x 100g","Whiskas","12x100g","12pk",1
"PET","CAT","232302","Whiskas Cat Treats Crunch 100g","Whiskas","100g",NA,0.9125
"PET","CAT","232303","Whiskas Cat Treats Temptations Chicken and Cheese60g","Whiskas","60g","1",1
"PET","CAT","264971","Whiskas Complete Dry Cat Food Chicken andVegetables 825g","Whiskas","825g","1",1
"PET","CAT","264974","Whiskas Complete Dry Cat Food Tuna and Vegetables825g","Whiskas","825g","1",1
"PET","CAT","264975","Whiskas Complete Dry Cat Food Chicken 340g","Whiskas","340g","1",1
"PET","CAT","267131","Whiskas 7+ Cat Pouches Poultry Selection in Gravy12x100g","Whiskas","12x100g","12pk",1
"PET","CAT","292455","Whiskas Cat Treats Temptations Salmon 60g","Whiskas","60g","1",1
"PET","CAT","292462","Whiskas Complete Dry Kitten Food Chicken 340g","Whiskas","340g","1",0.93
"PET","CAT","292465","Whiskas Complete Dry Adult Cat Food DentalProtection Plus with Tuna 340g","Whiskas","340g","1",1
"PET","CAT","405672","Whiskas 1+ Cat Food Pouch Poultry in Jelly40 x 100g","Whiskas","40x100g","40pk",1
"PET","CAT","405673","Whiskas Cat Treat Dentabites Chicken 50g","Whiskas","50g","1",1
"PET","CAT","405674","Whiskas Cat Treat Dentabites Salmon 50g","Whiskas","50g","1",1
"PET","CAT","405679","Whiskas 1+  Cat Food Pouch Fish Selection inJelly 40 X 100g","Whiskas","40x100g","40",1
"PET","CAT","412796","Whiskas Dry Senior With Chicken 825g","Whiskas","825g","1",1
"PET","CAT","431033","Whiskas Complete Dry Cat Food Chicken 2kg","Whiskas","2kg","1",1
"PET","CAT","431584","Whiskas Cat Milk  3 x 200ml","Whiskas","3x200ml","3",1
"PET","CAT","434383","Whiskas Cat Treats Anti-Hairball 55g","Whiskas","55g","1",1
"PET","CAT","437597","Whiskas Pouch Cat Food Meat Selection in Jelly 12x 100g","Whiskas","12x100g","12",1
"PET","CAT","437598","Whiskas Kitten Food Pouch Poultry Selectionin Jelly 12 x 100g","Whiskas","12x100g","12",0.93
"PET","CAT","437599","Whiskas Senior Food Pouch Fish Selection in Jelly12 x 100g","Whiskas","12x100g","12",1
"PET","CAT","449955","Whiskas 1+ Cat Food Casserole Poultry Selection12 x 85g","Whiskas","85g x 12","12",1
"PET","CAT","449956","Whiskas 1+ Cat Food Casserole Fish Selection 85g 12 Pack","Whiskas","85g x 12","12",1
"PET","CAT","449957","Whiskas 1+ Cat Food Casserole Meaty Selection12 x 85g","Whiskas","85g x 12","12",1
"PET","CAT","450775","Whiskas 1+ Cat Food Casserole Fishy/MeatySelection 12 x 85g","Whiskas","12x85g","12",1
"PET","CAT","456428","Whiskas 1+ Cat Food Pouch Casserole PoultrySelection in Jelly 40 x85g","Whiskas",NA,"40",0.9125
