"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"FOO","SXM","337712","Guinness Twist Wraps 135g","Guinness","135g","1","No",0.65
"FOO","SXM","441971","Guinness Milk Chocolate Caramel Bar 80g","Guinness","80g","1","No",0.65
