"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Material","Assembly","DQ Score"
"HOM","FUR","s100013","Cara Coffee Table Black Glass Split Shelf","Cara","Black","Glass","Yes",0.941666666666667
