"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","DOG","221217","Cesar Dog Food Turkey Tray 150g","Cesar","150g",NA,0.9125
"PET","DOG","267124","Cesar Dog Food Chicken and Turkey Tray 150g","Cesar","150g",NA,0.9125
"PET","DOG","348547","Cesar Tray Dog Food Classic Selection 4X150g","Cesar","4x150g","4pk",1
"PET","DOG","348548","Cesar Dog Food Classic Selection Tray 8 x 150g","Cesar","8x150g","8pk",1
"PET","DOG","348549","Cesar Dog Food Country Kitchen Selection Tray 8 x150g","Cesar","8x150g","8pk",1
"PET","DOG","348550","Cesar Dog Food Country Kitchen Selection Tray 4 x150g","Cesar","4x150g","4pk",1
"PET","DOG","412788","Cesar Pouch Dog Food Fresh Selection in Sauce 4 x100g","Cesar","4x100g","4pk",1
"PET","DOG","412789","Cesar Pouch Dog Food Fresh Selection in Jelly 4 x100g","Cesar","4x100g","4pk",1
"PET","DOG","431031","Cesar Pouch Dog Food Deliciously Fresh Favouritesin Sauce 8 x 100g","Cesar","8x100g","8",1
"PET","DOG","431032","Cesar Pouch Dog Food Deliciously Fresh Selectionin Jelly for Senior Dogs 8 x 100g","Cesar","8x100g","8",1
