"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","FEM","430686","Right Guard Female Xtrm Invisible 150ml","Schwarzkopf","150ml",NA,"1",NA,0.95
"TOI","FEM","430690","Right Guard Women Anti Perspirant 48HTotal Defence Sport 250ml","Schwarzkopf","250ml",NA,"1",NA,0.95
"TOI","FEM","430780","Right Guard Women Anti Perspirant 72H Cool150ml","Schwarzkopf","150ml",NA,"1",NA,0.95
"TOI","FEM","449875","Right Guard Womens Anti Perspirant 150mlPure","Schwarzkopf","150ml",NA,"1",NA,0.95
"TOI","FEM","450012","Right Guard Female Anti Perspirant 250mlTotal Defence 5 Invisible","Schwarzkopf","250ml",NA,"1",NA,0.95
"TOI","FEM","450013","Right Guard Women Anti Persipirant 250mlTotal Defence 5 Pure","Schwarzkopf","250ml",NA,"1",NA,0.95
"TOI","HAI","126561","Schwarzkopf Poly Color Tint Warm Brown 38","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","126562","Schwarzkopf Poly Color Tint Medium Brown 39","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","126563","Schwarzkopf Poly Color Tint Medium Brown 41Brown 41","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","126564","Schwarzkopf Poly Color Tint Dark Brown 43","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","126566","Schwarzkopf Poly Color Tint Mahogany 71","Schwarzkopf",NA,"Wood","1",NA,0.93
"TOI","HAI","172793","Schwarzkopf Poly Color Tint Natural Black 45","Schwarzkopf",NA,"Black","1",NA,0.93
"TOI","HAI","172795","Schwarzkopf Poly Color Tint Red, Black 87","Schwarzkopf",NA,"Red","1",NA,0.93
"TOI","HAI","229200","Schwarzkopf Live Intense Colour Red Passion 043","Schwarzkopf",NA,"Red","1",NA,0.93
"TOI","HAI","229201","Schwarzkopf Live Intense Colour Mystic Violet 087","Schwarzkopf",NA,"Purple","1",NA,0.93
"TOI","HAI","229204","Schwarzkopf Live Intense Highlighter AbsolutePlatinum 00A","Schwarzkopf",NA,"Blonde","1",NA,0.93
"TOI","HAI","250369","Schwarzkopf Poly Color Tint Raven Black 49","Schwarzkopf",NA,"Black","1",NA,0.93
"TOI","HAI","250370","Schwarzkopf Poly Color Tint Dark Blonde 37","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","276593","Schwarzkopf Live Intense ColourTempting Chocolate 880","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","329433","Schwarzkopf Live Intense HighlighterMax Blonde 00B","Schwarzkopf",NA,"Blonde","1",NA,0.93
"TOI","HAI","332880","Schwarzkopf Live Ultra Brights Pillar Box Red 092","Schwarzkopf",NA,"Red","1",NA,0.93
"TOI","HAI","33751","Schwarzkopf Poly Style Foam Perm Dry","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","33755","Schwarzkopf Poly Style Foam Perm Normal","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","351876","Schwarzkopf Live Ultra Brights TurquoiseTemptation 880","Schwarzkopf",NA,"Blue","1",NA,0.93
"TOI","HAI","412524","Schwarzkopf Live Intense Bitter Sweet Chocolate089","Schwarzkopf",NA,"Brown","1",NA,0.93
"TOI","HAI","446252","Schwarzkopf Live Lightener + Twist Cool Rose 101","Schwarzkopf",NA,NA,NA,NA,0.79
"TOI","HAI","446253","Schwarzkopf Live Lightener + Twist Cool Lilac 104","Schwarzkopf",NA,NA,NA,NA,0.79
"TOI","HAI","452120","Schwarzkopf Color Expert Colour SealerConditioner 250ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452123","Schwarzkopf Color Expert Colour SealerTreatment 150ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452125","Schwarzkopf Color Expert Hair ColourantDark Brown 4.0","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452127","Schwarzkopf Color Expert Hair ColourantMedium Brown 5.0","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452129","Schwarzkopf Color Expert Hair ColourantLight Cool Blonde 10.2","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452131","Schwarzkopf Color Expert Hair ColourantNatural Black 1.0","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452133","Schwarzkopf Color Expert Hair ColourantDeep Amethyst 4.9","Schwarzkopf",NA,NA,"1","No",0.825
"TOI","HAI","452137","Schwarzkopf Color Expert Hair ColourantIntense Red 6.88","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452139","Schwarzkopf Color Expert Hair ColourantDark Blonde 7.0","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452899","Schwarzkopf Live Ultra Brights Hair ColourantSea Mermaid","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","452900","Schwarzkopf Ultra Brights Hair ColourantSteel Silver","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","HAI","457106","Live Ultra Bright Aqua Collection 111","Schwarzkopf",NA,NA,"1",NA,0.76
"TOI","HAI","457107","Live Ult Bright Sunburst Collection 110","Schwarzkopf",NA,NA,"1",NA,0.76
"TOI","HAI","457108","Schwarzkopf Live Pastel It 200ml","Schwarzkopf",NA,NA,"1",NA,0.81
"TOI","MEN","446066","Right Guard Total Defence 5 Fresh Roll OnAnti-Perspirant 50ml","Schwarzkopf","50ml",NA,"1",NA,0.95
"TOI","MEN","449867","Schwarzkopf got2b Phenomenal Bodyfying Cream Gel150ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","MEN","449868","Schwarzkopf got2b Phenomenol Moulding Paste 100ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","SHC","290254","Schwarzkopf Got2Be Glued Blasting Freeze Spray300ml","Schwarzkopf","300ml","Multi",NA,NA,0.93
"TOI","SHC","290255","Schwarzkpf Got2Be Volumising Hairspray2 Sexy 300ml","Schwarzkopf","300ml","Multi","1",NA,0.95
"TOI","SHC","290256","Schwarzkkopf Got2Be Heat Protection SprayGuardian Angel 220c 200ml","Schwarzkopf","200ml","Multi","1",NA,0.95
"TOI","SHC","290257","Schwarzkopf Got2Be Spiking GlueGlued 150ml","Schwarzkopf","150ml","Multi","1",NA,1
"TOI","SHC","302228","Schwarzkopf Got2Be Beach Matt Paste 100ml","Schwarzkopf","100ml","Multi",NA,NA,0.88
"TOI","SHC","315894","Schwarzkopf Got2b Powderful Volumizing Styling Powder 10g","Schwarzkopf","10g","Multi","1",NA,1
"TOI","SHC","333174","Schwarzkopf Got2b Istylers Restyler Texture Clay 75ml","Schwarzkopf","75ml","Multi","1",NA,1
"TOI","SHC","334576","Schwarzkopf Got2b Oil-Licious Styling Oil Tame andShine 50ml","Schwarzkopf","50ml","Multi","1",NA,1
"TOI","SHC","334623","Schwarzkopf Got2b Beach Matt Texturising Salt Spray 200ml","Schwarzkopf","200ml","Multi",NA,NA,0.93
"TOI","SHC","446267","Schwarzkopf Got2b 2sexy Spray Mousse 250ml","Schwarzkopf","250ml",NA,"1",NA,0.93
"TOI","SHC","446274","Schwarzkopf Got2b Glued Spiking Wax 75ml","Schwarzkopf","75ml",NA,"1",NA,0.93
"TOI","SHC","452901","Schwarzkopf Got2B Volumaniac Mousse 250ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","SHC","452902","Schwarzkopf Got2B Volumaniac Root Lift Spray 150ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","SHC","452904","Schwarzkopf Got2B Glam Force Spray Gel 150ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","SHC","452909","Schwarzkopf Got2B Insta Shine Hairspray 300ml","Schwarzkopf",NA,NA,"1",NA,0.86
"TOI","SHC","48111","Schwarzkopf Gliss Hair Repair Shine Tonic 100ml","Schwarzkopf","100ml",NA,"1",NA,1
