"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Material","Assembly","DQ Score"
"HOM","DIN","s100002","Rio Square Dining Set with 2 chairs Pine","Rio","Wood","Pine","Yes",0.941666666666667
