"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","273662","Berroca Effervescent Original 15pk","Berocca","15pk",0.8625
"TOI","MED","305006","Berroca Effervescent Mixed Berries 15pk","Berocca","15",0.8625
