"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","TOI","182764","Toilet Duck Rim Block Refill Wave","Toilet Duck","55g","1",1
"CLE","TOI","221895","Toilet Duck Fresh Brush Refill 12pk","Toilet Duck","12 pk","12",1
"CLE","TOI","293101","Duck Fresh Disc 5in1 Marine 36ml","Toilet Duck","36ml",NA,0.8625
"CLE","TOI","293102","Toilet Duck Fresh Disc 5in1 Lime 36ml","Toilet Duck","35ml",NA,0.9125
"CLE","TOI","293105","Toilet Duck Fresh Gel Discs 4in1 Lavender 36ml","Toilet Duck","36ml",NA,0.9125
"CLE","TOI","294462","Toilet Duck 4in1 Liquid Cleaner Fresh Pine 750ml","Toilet Duck","750ml","1",1
"CLE","TOI","294464","Toilet Duck Liquid Marine 750ml","Toilet Duck","750ml","1",1
"CLE","TOI","319780","Toilet Duck Liquid Citrus 750ml","Toilet Duck","750ml","1",1
"CLE","TOI","346486","|Toilet Duck 5 In 1 Rim Marine Black 41g","Toilet Duck","41g",NA,0.9125
"CLE","TOI","403562","Toilet Duck 5in1 Rimblock Citrus","Toilet Duck",NA,"1",0.9125
"CLE","TOI","411780","Toilet Duck 5in1 Liquid Mint 750ml","Toilet Duck",NA,"1",0.9125
"CLE","TOI","453214","Toilet Duck Foaming Bleach Marine 750ml","Toilet Duck",NA,"1",0.9125
"CLE","TOI","453215","Toilet Duck Foaming Bleach Pine 750ml","Toilet Duck",NA,"1",0.9125
"CLE","TOI","453216","Toilet Duck Liquid Lavender 750ml","Toilet Duck",NA,"1",0.9125
